sample_id,channel_id,channel_index,raw_channel_index,channel_role,sampling_rate_hz,duration_seconds,unique_value_count,minimum_stored_unit,maximum_stored_unit,standard_deviation_stored_unit,transition_rate,median_run_samples,dc_lsb_multiple_rate
test_000322,POL DC13,48,48,auxiliary_dc,2000.0000000000002,59.99999999999999,3,-732.5999755859375,0.0,137.8699688312759,0.21271843932032766,2.0,1.0
test_000322,POL DC14,49,49,auxiliary_dc,2000.0000000000002,59.99999999999999,3,-366.29998779296875,366.30029296875,44.77690218955513,0.026816890140751174,2.0,1.0
test_000322,POL DC15,50,50,auxiliary_dc,2000.0000000000002,59.99999999999999,3,-732.5999755859375,0.0,107.7912373256612,0.13506779223160192,2.0,1.0
test_000322,POL DC16,51,51,auxiliary_dc,2000.0000000000002,59.99999999999999,3,-366.29998779296875,366.30029296875,133.3664309365933,0.19971833098609154,2.0,1.0
test_000489,POL AC1,0,0,seeg_ac_candidate,2000.0000000000002,59.99999999999999,2615,-92.8704605102539,351.074462890625,34.80307301807849,0.9543162859690497,1.0,0.0057361376673040155
test_000489,POL AC2,1,1,seeg_ac_candidate,2000.0000000000002,59.99999999999999,2108,-89.94132995605469,183.00782775878906,23.53438288491615,0.9419828498570821,1.0,0.007115749525616698
test_000489,POL AC3,2,2,seeg_ac_candidate,2000.0000000000002,59.99999999999999,1498,-75.39006805419922,103.41817474365234,15.81263593339422,0.9380494837456979,1.0,0.010013351134846462
test_000489,POL AC4,3,3,seeg_ac_candidate,2000.0000000000002,59.99999999999999,912,-33.105045318603516,64.5508804321289,11.461950146732677,0.9325661047175393,1.0,0.01644736842105263
test_000489,POL AC5,4,4,seeg_ac_candidate,2000.0000000000002,59.99999999999999,346,-10.644471168518066,24.316444396972656,4.947858107080672,0.902615855132126,1.0,0.04335260115606936
test_000489,POL AC6,5,5,seeg_ac_candidate,2000.0000000000002,59.99999999999999,350,-6.73823881149292,28.613304138183594,4.870032242807047,0.905582546521221,1.0,0.04285714285714286
test_000489,POL AC7,6,6,seeg_ac_candidate,2000.0000000000002,59.99999999999999,1028,-43.3593635559082,73.33982849121094,14.358641723598694,0.9373078108984242,1.0,0.014591439688715954
test_000489,POL AC8,7,7,seeg_ac_candidate,2000.0000000000002,59.99999999999999,1737,-66.11320495605469,134.8633270263672,21.758861542527885,0.9423161859682164,1.0,0.008635578583765112
test_000489,POL AC9,8,8,seeg_ac_candidate,2000.0000000000002,59.99999999999999,2434,-91.7966537475586,186.5235137939453,31.435304816249445,0.9456245468712239,1.0,0.006162695152013147
test_000489,POL AC10,9,9,seeg_ac_candidate,2000.0000000000002,59.99999999999999,3417,-144.53074645996094,229.29710388183594,48.8999916796972,0.9594579954832957,1.0,0.004389815627743635
test_000489,POL AC13,10,10,seeg_ac_candidate,2000.0000000000002,59.99999999999999,8300,-596.7730712890625,476.56365966796875,131.3784708152714,0.9756914640955341,1.0,0.004216867469879518
test_000489,POL AC14,11,11,seeg_ac_candidate,2000.0000000000002,59.99999999999999,6209,-457.2244873046875,362.2076416015625,87.97061264699724,0.9650580421503513,1.0,0.0035432436785311646
test_000489,POL AC15,12,12,seeg_ac_candidate,2000.0000000000002,59.99999999999999,6829,-715.13671875,349.3163757324219,101.06706819900751,0.9611746764556371,1.0,0.003514423780934251
test_000489,POL AC16,13,13,seeg_ac_candidate,2000.0000000000002,59.99999999999999,7352,-844.7216186523438,358.5945739746094,111.50155283781841,0.9634246952057934,1.0,0.003808487486398259
test_000489,POL AC11,22,22,seeg_ac_candidate,2000.0000000000002,59.99999999999999,6323,-485.6436462402344,327.343994140625,94.27821536690628,0.9716330969424746,1.0,0.002846749960461806
test_000489,POL AC12,23,23,seeg_ac_candidate,2000.0000000000002,59.99999999999999,11638,-781.9309692382812,592.5786743164062,207.29947745483483,0.9780581504845873,1.0,0.003780718336483932
test_000489,POL DC01,37,37,auxiliary_dc,2000.0000000000002,59.99999999999999,3,-732.5999755859375,0.0,49.35695023409792,0.031783598196651636,2.0,1.0
test_000489,POL DC02,38,38,auxiliary_dc,2000.0000000000002,59.99999999999999,3,-366.29998779296875,366.30029296875,115.12601929717601,0.1521179343161193,2.0,1.0
test_000489,POL DC03,39,39,auxiliary_dc,2000.0000000000002,59.99999999999999,2,-366.29998779296875,0.0001500000071246177,158.67776618358036,0.2743856198801657,2.0,1.0
test_000489,POL DC04,40,40,auxiliary_dc,2000.0000000000002,59.99999999999999,2,-366.29998779296875,0.0,158.13206248700337,0.2693855782131518,2.0,1.0
test_000489,POL DC05,41,41,auxiliary_dc,2000.0000000000002,59.99999999999999,2,-366.29998779296875,0.0,167.53810245561206,0.30136917807648395,2.0,1.0
test_000489,POL DC06,42,42,auxiliary_dc,2000.0000000000002,59.99999999999999,3,-732.5999755859375,0.0,123.55483383933627,0.17468478903990867,2.0,1.0
