feature,relative_time_bin,median,q25,q75,n
high_low_ratio,0.375,0.18452197313308716,-0.49302005767822266,0.4977344274520874,5
high_low_ratio,0.5,-0.2982866168022156,-0.49302005767822266,0.4977344274520874,5
high_low_ratio,0.625,-0.45080941915512085,-0.49302005767822266,0.5964640378952026,5
high_low_ratio,0.75,-0.23720300197601318,-0.5051695704460144,0.5271313190460205,5
high_low_ratio,0.875,-0.45080941915512085,-0.5159504413604736,0.17453253269195557,5
high_low_ratio,1.0,-0.43090128898620605,-0.5159504413604736,-0.11899828910827637,5
high_low_ratio,1.125,-0.1521310806274414,-0.5159504413604736,0.4321170449256897,5
high_low_ratio,1.25,-0.1521310806274414,-0.27198898792266846,0.43889790773391724,5
high_low_ratio,1.375,-0.1120072603225708,-0.12960195541381836,0.5073449015617371,5
high_low_ratio,1.5,-0.1120072603225708,-0.12960195541381836,0.5073449015617371,5
high_low_ratio,1.625,0.11744654178619385,-0.12960195541381836,0.39004307985305786,5
high_low_ratio,1.75,0.037105560302734375,-0.12373977899551392,0.23919367790222168,5
high_low_ratio,1.875,0.18808984756469727,0.037105560302734375,0.22701191902160645,5
high_low_ratio,2.0,0.1871577501296997,0.0886991024017334,0.22701191902160645,5
high_low_ratio,2.125,0.0886991024017334,-0.5495222210884094,0.18808984756469727,5
high_low_ratio,2.25,0.03786897659301758,-0.5495222210884094,0.12706178426742554,5
high_low_ratio,2.375,0.12706178426742554,-0.2528623342514038,0.21759259700775146,5
high_low_ratio,2.5,0.12706178426742554,-0.2528623342514038,0.21759259700775146,5
high_low_ratio,2.625,-0.6149076819419861,-0.7109838128089905,0.21759259700775146,5
high_low_ratio,2.75,-0.6149076819419861,-0.7109838128089905,0.14629769325256348,5
high_low_ratio,2.875,-0.45378684997558594,-0.5959633588790894,-0.42321109771728516,5
high_low_ratio,3.0,-0.3886520266532898,-0.4376944303512573,-0.33825427293777466,5
high_low_ratio,3.125,-0.45378684997558594,-0.594574362039566,-0.4376944303512573,5
high_low_ratio,3.25,-0.9263111650943756,-0.9312154054641724,-0.4451519846916199,5
high_low_ratio,3.375,-0.9263111650943756,-1.4064451530575752,-0.5828580856323242,5
